active_rank,player_name,rating,games_played,confidence,last_seen,days_inactive,uncertainty,is_active
,熙攘cau,1667.1,1,0.03,2025-08-08,168,1.0,False
28,Frango,1666.67,13,0.43,2026-01-23,0,1.025,True
,nosky,1664.22,1,0.03,2026-01-23,0,1.0,False
,Mojo.Jojo,1663.74,1,0.03,2025-10-29,86,1.0,False
,Stubbsius,1662.09,1,0.03,2025-12-09,45,1.0,False
,CursedProtector,1659.08,2,0.07,2025-11-15,69,1.1,False
,ccso237,1658.84,1,0.03,2025-11-11,73,1.0,False
,nAhZz,1658.36,3,0.1,2025-11-14,70,1.025,False
,Bowz3r,1657.95,1,0.03,2025-07-23,184,1.0,False
,Likoukos,1657.58,4,0.13,2025-12-12,42,1.025,False
,Xel,1657.14,1,0.03,2025-11-19,65,1.0,False
,lizardwizard,1654.78,1,0.03,2026-01-01,22,1.0,False
,Kraseg,1653.72,1,0.03,2025-11-26,58,1.0,False
,icarus.word,1653.02,1,0.03,2025-11-09,75,1.0,False
,Baruha,1652.88,1,0.03,2025-11-12,72,1.0,False
,[A.S.E.S] NanoDevil,1652.69,5,0.17,2025-08-24,152,1.1,False
,Evolution,1652.61,1,0.03,2025-09-04,141,1.0,False
,符号,1652.02,1,0.03,2025-09-16,129,1.0,False
,Disorder,1649.84,1,0.03,2025-11-25,59,1.0,False
,Bloody,1649.34,1,0.03,2025-12-19,35,1.0,False
,necrocloudchan,1649.05,1,0.03,2025-08-25,151,1.0,False
,Miawouf,1648.33,1,0.03,2025-09-06,139,1.0,False
,pyrevolved,1648.21,2,0.07,2025-11-22,62,1.05,False
,Api,1647.84,2,0.07,2025-11-20,64,1.15,False
,恶势力修正液,1647.76,1,0.03,2025-07-31,176,1.0,False
,SuMangoTango,1646.49,1,0.03,2025-11-15,69,1.0,False
,shika,1643.29,2,0.07,2025-08-11,165,1.025,False
,Ping-999,1642.36,2,0.07,2025-10-07,108,1.125,False
,智障不分國籍,1641.19,8,0.27,2025-08-08,168,1.025,False
,riccardovercelli99,1638.25,1,0.03,2025-11-27,57,1.0,False
,KLAX,1638.13,3,0.1,2026-01-21,2,1.25,False
,I'm with Stupid ^,1637.93,7,0.23,2025-10-29,86,1.225,False
,Ludus,1637.47,2,0.07,2025-08-22,154,1.1,False
,Nihil,1637.44,3,0.1,2025-10-21,94,1.025,False
,bucetao666,1637.26,1,0.03,2025-10-11,104,1.0,False
,MEOW Keys,1635.6,1,0.03,2025-11-21,63,1.0,False
,Ben the Human,1634.69,1,0.03,2025-12-10,44,1.0,False
,Kheandre,1632.49,1,0.03,2026-01-20,3,1.0,False
,sophist,1631.59,1,0.03,2025-08-07,169,1.0,False
,I'm Bad,1631.29,1,0.03,2025-09-27,118,1.0,False
,Ramalian,1630.08,1,0.03,2025-07-27,180,1.0,False
,Mrluigi1313,1626.29,1,0.03,2025-12-30,24,1.0,False
,Scary Monster,1626.17,1,0.03,2025-10-01,114,1.0,False
,Sinister Fang,1625.74,2,0.07,2025-12-02,52,1.1,False
,nikkHz,1624.88,1,0.03,2025-11-29,55,1.0,False
,xmichmen,1624.14,2,0.07,2025-11-20,64,1.15,False
,john,1623.62,2,0.07,2025-11-18,66,1.25,False
,TsunaHan,1622.18,1,0.03,2025-11-20,64,1.0,False
,Ento,1621.47,1,0.03,2026-01-22,1,1.0,False
,SilverEyes,1619.0,1,0.03,2025-09-25,120,1.0,False
,DelinquentGhost,1618.8,1,0.03,2025-07-23,184,1.0,False
,AspenLog,1618.29,1,0.03,2025-11-12,72,1.0,False
,Yolo from the Swagland,1617.46,1,0.03,2025-07-29,178,1.0,False
,Brejan,1615.29,1,0.03,2025-12-22,32,1.0,False
,Britalin,1613.71,1,0.03,2025-11-30,54,1.0,False
,PengWIN,1612.86,1,0.03,2025-11-15,69,1.0,False
,estebancito814,1612.72,4,0.13,2025-10-09,106,1.25,False
,Doug_D@ta_Scientist,1612.53,4,0.13,2025-12-18,36,1.075,False
,Götterspeise,1611.92,2,0.07,2025-08-29,147,1.1,False
,ReneLeBebe,1611.79,2,0.07,2025-11-28,56,1.05,False
,Akovoodo,1611.29,1,0.03,2025-12-04,50,1.0,False
,BlackDragon457,1611.24,3,0.1,2025-08-31,145,1.25,False
,Seer,1608.62,1,0.03,2025-07-30,177,1.0,False
,SpiritWeasel,1606.99,3,0.1,2025-10-08,107,1.25,False
,"Hurok, Master Climber",1605.75,1,0.03,2025-12-05,49,1.0,False
,st4rcrossedpainters,1605.65,1,0.03,2025-07-26,181,1.0,False
,TundraTyp,1605.29,1,0.03,2025-08-09,167,1.0,False
,AsheArala,1603.28,1,0.03,2025-10-25,90,1.0,False
,Bolado,1602.16,1,0.03,2025-11-14,70,1.0,False
,radioeddyo,1601.87,1,0.03,2025-12-13,41,1.0,False
,Diamond_Dawg,1600.8,3,0.1,2025-11-04,80,1.25,False
,Cepterro,1600.38,1,0.03,2025-09-26,119,1.0,False
,Haffey,1599.26,22,0.73,2025-12-14,40,1.25,False
,The One,1599.17,1,0.03,2025-11-07,77,1.0,False
,Dr Dev,1598.81,1,0.03,2025-10-03,112,1.0,False
,coolfry,1596.96,1,0.03,2025-08-02,174,1.0,False
,Member of the LGTV community,1595.19,1,0.03,2025-11-10,74,1.0,False
,Tyranus,1595.13,5,0.17,2025-08-23,153,1.075,False
,AnchorTide,1590.19,3,0.1,2025-12-10,44,1.25,False
,mATT,1589.65,1,0.03,2025-10-17,98,1.0,False
,Ayngush,1589.26,1,0.03,2025-11-11,73,1.0,False
,KeDi,1587.32,1,0.03,2025-09-24,121,1.0,False
,Leshy,1582.28,1,0.03,2025-12-04,50,1.0,False
29,Коля Зман,1582.19,17,0.57,2026-01-17,6,1.025,True
,DEATH ANGEL X1,1581.92,1,0.03,2025-11-16,68,1.0,False
,Ignat001,1580.79,2,0.07,2025-11-14,70,1.075,False
,jamesgriffiths,1580.26,3,0.1,2025-08-01,175,1.025,False
,Wyit,1579.75,3,0.1,2025-09-01,144,1.05,False
,BaronCuckamedi,1579.11,1,0.03,2025-11-23,61,1.0,False
,Th0r14n,1573.63,1,0.03,2025-09-26,119,1.0,False
,ChO,1571.39,4,0.13,2026-01-11,12,1.225,False
,belladnl,1571.05,1,0.03,2025-12-10,44,1.0,False
,Mortis,1570.21,2,0.07,2026-01-07,16,1.25,False
,Mr. T,1570.07,1,0.03,2025-09-27,118,1.0,False
,rougesforhire,1569.97,1,0.03,2025-08-02,174,1.0,False
,initsuj,1569.06,1,0.03,2025-10-02,113,1.0,False
,Gagglegork,1568.99,1,0.03,2025-12-09,45,1.0,False
,ObeseLee,1568.51,1,0.03,2025-07-24,183,1.0,False
,PrimeHunter,1568.05,4,0.13,2025-07-30,177,1.1,False
,pigsupreme2017,1567.23,14,0.47,2025-11-09,75,1.05,False
,lordb3,1566.28,1,0.03,2025-11-19,65,1.0,False
,DirtBoi,1565.52,1,0.03,2025-11-10,74,1.0,False
,thefiresauce,1565.09,3,0.1,2025-10-31,84,1.025,False
,Abigor222,1564.97,1,0.03,2025-07-25,182,1.0,False
,BROK3N Fury,1564.21,2,0.07,2025-11-25,59,1.25,False
,www.jimmyra97,1563.81,1,0.03,2026-01-04,19,1.0,False
,TheTyrWarrior,1563.66,2,0.07,2025-08-16,160,1.1,False
,Jakalo,1563.06,1,0.03,2025-09-25,120,1.0,False
,Aesthetic Lemon,1563.06,1,0.03,2025-08-23,153,1.0,False
,Xunz,1561.24,19,0.63,2026-01-14,9,1.025,False
,Cyantics,1561.05,1,0.03,2025-08-04,172,1.0,False
,Nixtyo,1560.32,1,0.03,2025-11-09,75,1.0,False
,leposs,1558.35,1,0.03,2025-11-15,69,1.0,False
,SeЯgîσ,1558.06,1,0.03,2025-07-23,184,1.0,False
,o_cRaM,1556.51,1,0.03,2025-08-12,164,1.0,False
,sunup13,1555.88,5,0.17,2025-11-08,76,1.075,False
,Strobocop,1555.22,2,0.07,2025-11-25,59,1.2,False
,Boo Bear,1554.88,1,0.03,2025-10-13,102,1.0,False
,SCARLET,1551.58,5,0.17,2025-09-18,127,1.025,False
,Nathan,1549.1,6,0.2,2025-08-31,145,1.025,False
,Necem,1548.46,1,0.03,2025-09-22,123,1.0,False
,Averillism,1547.25,1,0.03,2025-11-06,78,1.0,False
,Astral,1547.19,1,0.03,2025-12-10,44,1.0,False
,BjornderBaer,1546.98,23,0.77,2025-11-09,75,1.175,False
,PandaKitten,1546.87,2,0.07,2025-12-20,34,1.25,False
,kn0ck0ut,1546.72,1,0.03,2025-08-03,173,1.0,False
